Name,ID,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
Mpade,mpad1242,4,0,6,0,0,27,15,15,9,10,0,1,5,1,12,6,1,14,10,4,7,15,12,1,3,3,7,0,0,23,0,1,4,0,4,2,0
Mpongmpong,mpon1254,2,0,7,0,0,27,18,14,4,10,0,0,8,1,15,4,2,12,8,5,2,21,16,1,8,4,6,0,0,25,0,5,0,0,0,0,0
Mudburra,mudb1240,0,0,6,0,3,15,18,13,0,13,0,1,5,3,5,3,0,11,7,3,0,13,11,2,6,3,6,0,0,18,0,0,0,0,0,0,0
Mudhili Gadaba,mudh1235,0,0,12,0,6,17,20,17,3,16,0,1,10,1,10,7,0,11,6,2,1,19,14,3,6,7,9,0,0,25,0,0,0,0,0,0,0
Mufian,mufi1238,0,0,5,0,0,15,9,10,3,7,0,0,2,1,9,5,1,5,5,0,1,10,7,1,2,2,4,0,0,13,0,1,2,0,0,0,0
Muinane,muin1242,0,0,6,0,0,21,12,14,7,9,1,1,3,0,7,2,0,12,8,4,4,14,11,1,7,2,6,0,0,18,0,0,1,0,0,0,0
Muinane,muin1242,0,0,6,0,0,22,11,14,8,8,0,0,3,0,7,2,0,13,7,7,5,14,11,1,7,2,3,0,0,18,0,0,1,0,0,0,0
Mullukmulluk,mull1237,0,0,5,0,0,11,15,11,0,11,0,1,4,2,4,2,0,8,7,3,0,12,9,1,6,2,5,0,0,15,0,0,0,0,0,0,0
Mullukmulluk,mull1237,0,0,5,0,0,11,15,11,0,11,0,1,4,2,5,3,0,8,5,4,0,9,6,1,4,2,4,0,0,15,0,0,0,0,0,0,0
Muluridyi,mulu1243,0,0,3,0,0,10,12,8,0,8,0,1,4,1,4,2,0,7,6,2,0,9,8,1,4,2,4,0,0,12,0,0,0,0,0,0,0
Muna,muna1247,0,0,5,0,0,25,19,14,5,9,0,1,10,1,10,3,1,12,10,3,2,15,11,1,5,4,4,0,0,26,0,1,0,0,0,1,0
Mundari,mund1320,0,0,5,0,0,29,14,12,6,10,0,1,4,2,8,3,0,18,8,10,5,12,9,1,3,3,2,0,0,24,0,11,1,0,0,0,0
Mundari,mund1320,0,0,5,0,1,29,14,12,6,10,0,1,4,2,8,3,0,18,8,4,5,12,9,1,3,3,2,0,0,24,0,11,6,0,0,0,0
Mundari,mund1320,0,0,21,0,6,31,32,27,5,26,2,0,11,1,16,11,0,20,9,10,1,33,22,3,14,12,11,0,0,42,0,10,1,0,0,0,0
Mundari,mund1320,0,0,5,0,0,20,15,12,2,10,1,1,5,1,6,3,0,13,6,3,1,13,10,1,6,3,6,0,0,20,0,1,1,0,0,0,0
Mundari,mund1320,0,0,18,0,6,19,27,23,3,22,2,0,10,0,11,8,0,12,5,6,1,26,14,4,11,9,11,0,0,32,0,0,1,0,0,0,0
Mundang,mund1325,3,0,27,0,15,32,44,41,10,34,1,1,19,1,25,13,3,15,10,5,7,38,25,4,13,13,15,0,0,54,0,1,5,0,0,2,0
Mündü,mund1326,3,0,9,0,0,27,21,18,7,13,0,1,8,1,17,7,2,13,12,1,5,18,13,1,5,5,6,0,0,30,0,0,1,0,0,2,0
Mundani,mund1327,4,0,14,0,0,21,22,21,6,17,0,0,11,1,14,7,1,9,8,1,4,24,15,2,5,9,11,0,0,29,0,0,1,0,0,0,0
Mundabli,mund1328,4,0,12,0,0,19,20,19,7,16,0,0,4,1,12,7,1,11,7,11,6,21,14,2,7,6,8,0,0,26,0,0,0,0,0,0,0
Mundurukú,mund1330,0,0,20,0,0,14,26,26,5,23,1,0,13,0,8,5,0,8,5,3,4,24,8,4,9,5,14,0,0,29,0,1,11,0,0,0,0
Mundurukú,mund1330,2,0,20,0,0,14,26,26,5,23,1,0,13,0,8,5,0,8,5,3,4,24,8,4,9,5,10,0,0,29,0,1,11,0,0,0,0
Mungaka,mung1266,3,0,9,0,0,18,16,17,7,12,0,0,4,1,10,5,2,8,7,1,3,16,10,1,5,4,7,0,0,22,0,1,1,0,0,0,0
Muniche,muni1258,0,0,5,0,0,19,12,14,8,9,1,0,3,1,4,2,0,14,7,5,6,12,10,1,6,2,6,0,0,14,0,1,1,0,0,0,0
Munji,munj1244,0,0,9,0,5,33,16,26,19,13,1,1,3,1,10,4,2,23,9,9,12,20,12,3,7,7,4,0,0,28,0,1,0,0,0,0,0
Murle,murl1244,0,0,14,0,7,18,22,20,4,18,1,0,4,1,11,7,1,11,8,5,3,20,10,2,8,7,10,0,0,29,0,0,0,0,0,0,0
Murle,murl1244,0,0,5,0,0,18,13,12,3,9,0,1,4,1,7,3,0,11,7,5,1,13,10,1,6,3,4,0,0,19,0,1,0,0,0,2,0
Murriny Patha,murr1258,0,0,4,0,0,19,15,10,0,10,1,1,5,2,5,2,0,13,8,3,0,9,7,1,3,2,3,0,0,20,0,0,0,0,0,0,0
Muruwari,muru1266,0,0,6,0,3,17,19,13,0,13,1,1,6,2,5,3,0,13,9,4,0,12,10,2,5,3,6,0,0,19,0,0,0,0,0,0,0
Murui Huitoto,muru1274,0,0,6,0,0,14,10,10,3,7,1,0,3,0,6,2,0,8,5,4,0,11,8,1,5,2,5,0,0,15,0,0,0,0,0,0,0
Muyang,muya1243,5,0,14,0,0,25,24,25,10,18,0,1,6,3,16,9,2,14,14,0,5,20,12,1,9,5,8,0,0,33,0,0,0,0,0,2,0
Mwaghavul,mwag1236,0,0,12,0,4,22,20,23,9,16,0,1,6,1,11,5,2,12,8,4,5,19,13,2,6,5,10,0,0,29,0,1,0,0,0,2,0
Mwali Comorian,mwal1237,0,0,5,0,0,17,11,11,6,8,0,1,3,0,9,3,2,9,6,3,4,10,7,1,4,3,6,0,0,19,0,0,0,0,0,2,0
Mwani,mwan1247,0,0,5,0,0,19,13,14,7,9,0,1,4,1,8,3,2,11,7,4,5,11,8,1,4,3,6,0,0,19,0,0,0,0,0,0,0
Mwan,mwan1250,6,0,12,0,0,19,16,19,4,15,0,0,6,1,15,8,2,7,5,2,2,23,15,2,8,6,8,0,0,25,0,0,0,0,0,1,0
Myene,myen1241,0,0,7,0,0,27,24,16,8,12,0,2,12,1,12,4,1,14,9,5,6,15,10,1,5,4,6,0,0,30,0,0,0,0,0,2,0
Naasioi,naas1242,0,0,10,0,5,8,13,11,0,11,1,0,2,0,7,4,0,3,3,0,0,11,5,2,4,4,6,0,0,14,0,0,1,0,0,0,0
Naasioi,naas1242,0,0,5,0,0,8,8,6,0,6,1,0,2,0,5,2,0,3,3,0,0,6,3,1,2,2,3,0,0,9,0,0,1,0,0,0,0
Nadëb,nade1244,0,0,17,0,0,14,24,22,2,20,1,0,11,0,9,6,0,7,4,3,1,24,13,2,8,11,11,0,0,28,0,1,1,0,0,0,0
Nafaanra,nafa1258,0,0,19,0,7,22,28,29,8,23,0,1,10,1,17,9,2,11,7,4,5,28,15,3,10,9,12,0,0,35,0,1,0,0,0,0,0
Naga Pidgin,naga1394,0,0,21,0,0,23,28,28,7,25,1,0,3,1,19,14,0,13,9,4,6,28,20,6,14,14,20,0,0,37,0,9,0,0,0,0,0
Najdi Arabic,najd1235,0,0,8,0,5,22,10,23,15,10,0,0,0,0,6,4,1,13,9,10,6,18,9,4,5,9,8,3,0,21,0,1,0,0,0,0,0
Nakara,naka1260,0,0,5,0,0,18,16,11,0,11,0,1,5,2,6,3,0,12,7,3,0,13,10,1,6,3,6,0,0,16,0,0,0,5,0,0,0
Naki,naki1238,0,0,8,0,0,34,16,19,16,11,0,0,5,1,21,14,2,19,10,9,13,22,16,1,9,4,6,0,0,27,0,0,0,0,0,0,0
Nama (Namibia),nama1264,0,0,9,0,0,31,24,16,17,10,0,1,17,5,5,3,0,25,20,13,2,32,27,2,3,3,6,0,0,16,0,10,5,0,0,0,20
Namia,nami1256,0,0,6,0,0,7,12,10,0,10,0,1,2,1,5,3,0,4,4,0,0,9,5,1,3,3,6,0,0,12,0,0,0,0,0,0,0
Nanai,nana1257,0,0,6,0,0,18,12,12,6,8,0,1,4,1,6,2,0,10,6,4,3,12,9,1,4,2,4,0,0,18,0,0,0,0,0,0,0
Nandi,nand1266,0,0,10,0,5,11,18,15,1,14,1,0,4,1,7,5,0,7,5,2,1,16,10,2,7,5,10,0,0,18,0,0,0,0,0,0,0
Nangikurrunggurr,nang1259,0,0,4,0,0,16,13,13,4,9,0,1,4,1,6,2,0,10,9,3,2,12,10,1,6,2,5,0,0,14,0,0,0,4,0,0,0
Nangikurrunggurr,nang1259,0,0,8,0,4,18,18,17,3,14,1,1,4,2,7,3,1,11,7,4,2,17,13,2,9,3,8,0,0,21,0,0,0,0,0,0,0
Nankina,nank1250,0,0,6,0,0,12,11,9,3,8,0,0,3,0,7,3,0,5,5,0,2,11,7,1,3,5,4,0,0,16,0,0,0,0,0,0,0
Nanti,nant1250,0,0,9,0,4,16,16,15,5,12,2,0,4,0,5,2,0,10,7,3,4,15,9,2,9,2,8,0,0,18,0,1,0,0,0,0,0
Napo Lowland Quechua,napo1242,0,0,3,0,0,17,11,12,6,8,1,0,3,2,6,2,0,11,7,4,4,9,8,1,4,2,4,0,0,14,0,1,0,0,0,0,0
Nara,nara1262,6,0,10,0,22,37,28,31,13,18,1,1,10,2,16,9,2,23,20,14,9,30,24,2,13,8,12,0,0,38,0,2,0,0,0,0,0
Nara,nara1262,0,0,5,0,0,14,12,13,5,9,0,1,3,1,6,3,1,8,6,2,3,10,7,1,3,3,4,0,0,16,0,1,0,0,0,0,0
Narim,nari1240,3,0,9,0,0,19,17,16,3,13,0,1,4,1,11,7,1,10,6,6,0,19,14,1,8,5,6,0,0,25,0,1,0,0,0,0,0
Nar Phu,narp1239,0,0,24,0,8,23,34,32,6,30,0,2,6,2,14,11,0,16,10,4,6,30,15,8,17,8,16,0,0,32,0,6,1,0,0,0,0
Narrinyeri,narr1259,0,0,5,0,0,18,19,13,0,13,0,1,6,4,5,3,0,14,10,6,0,12,9,1,6,3,6,0,0,19,0,0,0,0,0,0,0
Narungga,naru1238,0,0,6,0,3,19,21,15,0,15,1,1,6,4,5,3,0,15,10,6,0,13,11,2,6,3,6,0,0,21,0,0,0,0,0,0,0
Nateni,nate1242,3,0,24,0,12,10,26,29,3,26,0,0,10,0,15,11,1,5,3,2,1,30,14,4,13,11,14,0,0,29,0,1,0,0,0,0,0
Natügu,natu1246,0,0,17,0,0,28,33,22,2,20,0,0,20,1,21,15,1,11,11,0,1,30,19,6,11,7,8,0,0,34,0,3,0,0,0,0,0
Naukan Yupik,nauk1242,0,0,4,0,0,16,12,15,6,9,0,1,3,2,5,2,1,6,6,0,1,13,9,1,2,5,5,0,0,14,0,0,0,0,0,0,0
Navajo,nava1243,2,0,16,0,8,31,24,33,19,20,0,0,12,5,11,8,0,20,15,5,10,26,14,4,10,5,7,0,0,27,0,8,9,0,5,0,0
Navajo,nava1243,0,0,16,0,8,28,21,30,17,19,0,0,10,5,8,6,0,19,14,5,10,24,12,4,9,5,6,0,0,25,0,6,6,0,5,0,0
Nawdm,nawd1238,0,0,14,0,7,18,22,22,5,18,0,1,4,1,14,7,2,7,6,1,2,22,12,2,7,7,10,0,0,28,0,1,1,0,0,0,0
Nawuri,nawu1242,2,0,9,0,0,26,19,18,8,13,0,1,6,1,19,12,1,11,7,4,5,19,14,1,6,5,6,0,0,25,0,1,0,0,0,0,0
Naxi,naxi1245,0,0,11,0,0,38,21,26,23,12,0,0,9,1,10,3,2,26,19,14,19,24,17,2,11,6,5,0,0,32,0,6,0,0,0,0,0
Ncane,ncan1245,6,0,18,0,5,15,25,24,5,21,0,0,10,1,12,9,1,9,5,4,4,24,11,3,9,9,11,0,0,29,0,1,0,0,0,0,0
Ndai,ndai1238,3,0,22,0,11,29,35,33,9,27,1,1,17,1,22,11,3,13,9,4,6,31,17,4,9,11,16,0,0,44,0,1,1,0,0,2,0
Ndali,ndal1241,4,0,10,0,5,13,18,20,7,14,0,0,4,1,8,5,2,7,4,3,4,17,11,2,6,5,10,0,0,21,0,1,0,0,0,0,0
Ndamba,ndam1239,0,0,5,0,0,16,11,13,7,8,0,0,3,1,8,3,2,7,5,2,3,11,8,1,3,3,6,0,0,17,0,1,0,0,0,0,0
Ndemli,ndem1249,5,0,18,0,9,27,32,26,7,22,0,1,10,1,16,11,1,15,10,6,4,30,18,2,13,7,14,0,0,38,0,1,1,0,0,0,0
Ndogo,ndog1248,4,0,5,0,0,27,18,15,4,11,2,1,7,1,14,3,3,14,11,3,2,16,13,1,6,3,2,0,0,27,0,0,0,0,0,2,0
Ndonga,ndon1254,2,0,5,0,0,27,20,16,11,8,0,0,12,1,8,3,1,18,12,8,7,15,12,1,7,3,4,0,0,23,0,0,0,0,0,0,0
Ndonga,ndon1254,2,0,5,0,0,27,21,16,11,8,0,0,13,1,8,3,1,18,12,8,7,16,13,1,8,3,4,0,0,23,0,1,0,0,0,0,0
Ndonga,ndon1254,0,0,5,0,0,22,11,19,12,8,0,0,3,1,8,3,2,12,9,5,5,12,9,1,4,3,6,0,0,19,0,1,1,0,0,0,0
Ndonga,ndon1254,2,0,5,0,0,27,21,17,11,9,0,0,12,2,8,3,1,18,12,8,7,15,12,1,7,3,4,0,0,23,0,0,0,0,0,0,0
Ndut,ndut1239,0,0,7,0,0,24,19,15,4,11,0,0,8,1,9,3,1,12,8,4,1,18,13,1,8,3,6,0,0,26,0,1,1,0,0,2,0
Ndzwani Comorian,ndzw1235,2,0,5,0,0,29,17,18,14,10,0,2,8,1,9,3,2,19,11,6,10,12,8,2,4,4,6,0,0,27,0,1,0,0,0,0,0
Tundra Nenets,nene1249,0,0,8,0,5,24,20,19,6,15,0,2,5,2,11,5,0,14,12,3,4,24,20,1,12,6,9,0,0,24,0,0,1,0,0,0,0
Tundra Nenets,nene1249,0,0,8,3,0,26,18,19,8,13,0,2,5,2,10,3,0,14,14,2,4,22,18,2,14,3,5,0,0,24,0,0,2,0,0,0,0
Tundra Nenets,nene1249,0,0,9,0,6,24,20,19,6,15,0,2,5,2,10,4,0,14,12,3,4,24,19,2,12,6,8,0,0,24,0,0,1,0,0,0,0
Tundra Nenets,nene1249,0,0,9,0,6,22,20,20,5,15,0,2,5,2,10,4,0,12,10,5,3,23,18,2,11,6,8,0,0,24,0,0,1,0,0,0,0
Tundra Nenets,nene1249,0,0,8,3,0,24,19,17,5,14,0,2,5,2,10,4,0,14,14,0,4,23,19,2,14,4,6,0,0,19,0,0,1,0,0,0,0
Nepali Kurux,nepa1253,0,0,5,0,0,29,16,14,6,12,2,0,4,1,10,4,0,18,12,8,5,13,10,1,4,4,8,0,0,26,0,16,1,0,0,2,0
Nepali,nepa1254,0,0,15,0,0,26,22,21,2,19,0,1,10,1,11,6,0,16,8,9,1,26,19,2,11,6,13,0,0,27,0,11,0,0,0,0,0
Nepali,nepa1254,0,0,12,0,5,32,23,23,8,19,2,1,4,2,10,5,0,22,9,10,2,25,17,2,12,6,10,0,0,33,0,13,0,0,0,0,0
Nepali,nepa1254,0,0,21,0,26,52,31,28,11,25,0,2,11,2,20,10,0,32,24,8,10,31,24,4,11,13,17,0,0,52,0,21,0,0,0,0,0
Kathmandu Valley Newari,newa1246,0,0,8,0,0,23,14,12,6,10,0,0,8,2,8,2,0,13,13,0,5,12,8,2,2,4,4,0,0,23,0,12,0,0,0,0,0
Nez Perce,nezp1238,0,0,5,0,0,20,15,15,5,11,0,0,4,3,7,3,0,10,10,4,1,14,9,2,4,6,5,0,0,15,0,1,11,0,5,0,0
Nez Perce,nezp1238,0,0,10,0,5,21,20,21,6,16,0,0,4,3,8,4,0,10,10,5,1,20,11,4,6,9,6,0,0,20,0,1,11,0,5,0,0
Ngaanyatjarra,ngaa1240,0,0,6,0,3,15,18,13,0,13,0,1,5,3,5,3,0,11,7,3,0,10,8,2,3,3,6,0,0,18,0,0,0,0,0,0,0
Ngadjunmaya,ngad1258,0,0,6,0,3,18,20,14,0,14,0,1,6,4,5,3,0,14,10,6,0,13,11,2,6,3,6,0,0,20,0,0,0,0,0,0,0
Ngadjunmaya,ngad1258,0,0,6,0,3,18,20,14,0,14,0,1,6,4,5,3,0,14,10,6,0,13,11,2,6,3,6,0,0,20,0,0,0,0,0,0,0
Ngad'a,ngad1261,0,0,6,0,0,21,11,14,7,8,1,0,3,1,8,2,2,9,7,2,3,11,7,1,2,2,4,0,0,20,0,0,1,0,0,2,0
Ngalkbun,ngal1292,0,0,6,0,0,20,17,13,1,12,0,1,5,2,6,3,0,13,8,3,0,14,11,1,6,3,7,0,0,17,0,1,1,5,0,0,0
Ngalakgan,ngal1293,0,0,9,0,0,14,20,15,0,15,1,0,5,2,7,5,0,10,4,3,0,15,10,1,7,5,6,0,0,20,0,0,1,0,0,0,0
Ngalakgan,ngal1293,0,0,5,0,0,20,16,11,0,11,0,1,5,2,6,3,0,13,8,3,0,13,10,1,6,3,6,0,0,16,0,0,1,5,0,0,0
Ngambay,ngam1268,3,0,13,0,0,15,19,20,4,17,0,1,7,1,11,6,0,8,7,1,2,17,8,2,6,6,10,0,0,26,0,1,0,0,0,2,0
Nganasan,ngan1291,0,0,9,0,0,19,17,15,3,13,0,1,4,2,6,3,0,11,7,5,1,18,13,2,8,2,5,0,0,22,0,0,1,0,0,0,0
Nganasan,ngan1291,0,0,10,0,0,19,18,18,4,14,0,1,4,2,8,4,0,11,8,5,2,19,14,3,8,1,7,0,0,23,0,0,1,0,0,0,0
Ngandi,ngan1295,0,0,9,0,4,24,22,16,0,16,0,1,6,3,8,5,0,17,12,7,0,17,12,2,7,5,9,0,0,22,0,0,1,6,0,0,0
Nganyaywana,ngan1296,0,0,3,0,0,11,13,9,0,9,0,1,4,2,4,2,0,8,7,3,0,10,9,1,5,2,4,0,0,13,0,0,0,0,0,0,0
Ngangam,ngan1299,3,0,14,0,0,19,23,21,5,18,0,1,12,1,14,7,1,9,6,3,3,23,13,2,8,7,10,0,0,28,0,1,0,0,0,0,0
Ngandyera,ngan1300,2,0,5,0,0,28,22,18,12,9,0,0,13,2,8,3,1,19,12,9,8,16,13,1,8,3,4,0,0,23,0,0,0,0,0,0,0
Ngarinman,ngar1235,0,0,6,0,3,15,18,13,0,13,0,1,5,3,5,3,0,11,7,3,0,13,11,2,6,3,6,0,0,18,0,0,0,0,0,0,0
Ngarnka,ngar1283,0,0,4,0,1,15,16,11,0,11,0,1,5,3,4,2,0,11,7,3,0,11,9,2,5,2,4,0,0,16,0,0,0,0,0,0,0
Ngarinyin,ngar1284,0,0,6,0,0,16,19,14,0,14,1,1,5,3,5,3,0,12,5,3,0,13,10,1,6,3,3,0,0,19,0,0,0,0,0,0,0
Ngarinyin,ngar1284,0,0,5,0,0,15,17,12,0,12,0,1,5,3,5,3,0,11,7,3,0,12,9,1,6,3,6,0,0,17,0,0,0,0,0,0,0
Ngarluma,ngar1287,0,0,3,0,0,18,17,11,0,11,0,1,6,4,4,2,0,14,10,6,0,10,9,1,5,2,4,0,0,17,0,0,0,0,0,0,0
Ngarla,ngar1296,0,0,6,0,3,15,18,13,0,13,0,1,5,3,5,3,0,11,7,3,0,13,11,2,6,3,6,0,0,18,0,0,0,0,0,0,0
Ngarigu,ngar1297,0,0,3,0,0,13,12,8,0,8,0,1,4,2,4,2,0,9,8,4,0,10,9,1,5,2,4,0,0,12,0,0,0,0,0,0,0
Ngasa,ngas1238,0,0,9,0,3,17,21,20,3,17,1,2,4,1,9,6,0,11,7,10,2,18,13,1,8,6,8,0,0,25,0,1,0,0,0,2,0
Ngas,ngas1240,3,0,11,0,4,27,19,23,10,15,0,1,4,1,10,4,2,16,8,9,6,21,16,2,10,4,7,0,0,31,0,6,1,0,0,3,0
Ngas,ngas1240,3,0,9,0,2,23,14,19,10,11,0,1,3,1,8,2,2,12,8,4,6,13,8,2,3,2,6,0,0,24,0,1,1,0,0,2,0
Ngas,ngas1240,0,0,11,0,4,29,20,23,10,15,0,1,5,1,13,4,2,16,8,8,6,24,19,2,13,4,9,0,0,33,0,1,0,0,0,3,0
Ngawun,ngaw1240,0,0,3,0,0,17,16,10,0,10,0,1,6,3,4,2,0,13,9,5,0,10,9,1,5,2,4,0,0,16,0,0,0,0,0,0,0
Ngawun,ngaw1240,0,0,3,0,0,16,15,9,0,9,0,1,6,2,4,2,0,12,8,4,0,9,8,1,4,2,4,0,0,15,0,0,0,0,0,0,0
Ngawun,ngaw1240,0,0,3,0,0,17,16,10,0,10,0,1,6,3,4,2,0,13,9,5,0,10,9,1,5,2,4,0,0,16,0,0,0,0,0,0,0
Ngazidja Comorian,ngaz1238,2,0,5,0,0,38,23,17,16,9,0,1,14,1,12,3,2,24,15,9,12,12,9,1,4,3,6,0,0,35,0,1,1,0,0,4,0
Ngbaka Minagende,ngba1285,0,0,12,0,0,19,19,20,5,15,0,0,9,1,14,6,2,8,6,1,2,20,12,2,7,6,8,0,0,27,0,1,0,0,0,1,0
Ngemba,ngem1255,2,0,9,0,0,27,19,20,11,13,0,1,6,1,12,7,2,14,10,4,8,18,12,1,4,4,7,0,0,29,0,0,1,0,0,0,0
Ngiemboon,ngie1241,4,0,7,0,0,14,13,14,6,10,0,0,3,0,10,5,3,6,6,0,3,13,8,1,4,4,6,0,0,18,0,0,0,0,0,0,0
Ngiemboon,ngie1241,4,0,7,0,0,15,14,15,6,11,0,0,3,0,11,5,3,6,6,0,3,14,9,1,5,5,8,0,0,19,0,0,0,0,0,0,0
Ngiti,ngit1239,7,0,5,0,0,41,22,20,12,12,3,1,11,1,18,3,5,22,13,6,5,19,16,1,9,3,6,0,0,35,0,1,1,0,0,6,0
Ngizim,ngiz1242,0,0,6,0,3,31,18,20,9,11,1,1,7,3,13,6,2,18,12,6,4,18,14,2,7,3,4,0,0,30,0,1,3,0,0,0,0
Ngkoth,ngko1236,0,0,7,0,0,16,17,15,3,12,0,1,5,1,7,4,0,10,9,5,0,14,9,2,7,3,7,0,0,20,0,0,1,0,0,0,0
Ngombale,ngom1271,3,0,19,0,7,33,28,33,15,24,0,1,7,1,22,12,4,16,11,5,8,30,19,1,7,9,15,0,0,43,0,7,0,0,0,0,0
Ngomba,ngom1272,2,0,6,0,0,17,12,15,8,9,0,0,3,1,8,3,3,6,6,0,3,13,8,1,3,5,5,0,0,16,0,0,1,0,0,0,0
Ngoshie,ngos1238,2,0,6,0,0,26,14,13,10,7,0,1,7,0,8,2,2,14,9,5,8,12,9,1,3,2,3,0,0,23,0,1,1,0,0,0,0
Ngwe,ngwe1238,0,0,14,0,0,21,22,24,8,18,0,2,4,0,15,7,3,10,7,3,4,21,11,2,8,6,9,0,0,29,0,1,1,0,0,0,0
Nhanda,nhan1238,0,0,6,0,3,24,20,14,0,14,0,0,6,4,6,3,0,18,13,9,0,16,14,2,8,3,7,0,0,20,0,0,1,6,0,0,0
Nhengatu,nhen1239,0,0,4,0,0,16,13,10,2,8,1,0,6,0,7,3,0,7,5,2,2,12,10,1,5,2,6,0,0,15,0,0,1,0,0,0,0
Nhuwala,nhuw1239,0,0,6,0,3,18,20,14,0,14,0,1,6,4,5,3,0,14,10,6,0,13,11,2,6,3,6,0,0,20,0,0,0,0,0,0,0
Nias,nias1242,0,0,6,0,0,15,12,15,7,10,0,1,2,0,8,3,3,7,5,2,3,11,7,1,3,4,7,0,0,17,0,1,1,0,0,0,0
Niellim,niel1243,0,0,13,0,0,20,23,19,5,17,1,0,12,1,10,5,0,11,8,3,4,18,10,2,5,5,7,0,0,29,0,1,1,0,0,2,0
Niellim,niel1243,3,0,31,0,15,22,43,37,2,35,0,1,23,1,19,13,0,12,8,4,1,41,26,12,16,13,25,0,0,49,0,1,1,0,0,2,0
Hausa States Fulfulde,nige1253,0,0,10,0,25,44,31,19,8,16,0,2,15,2,16,5,1,22,15,7,6,24,18,2,9,6,6,0,0,43,0,1,3,0,0,4,0
Hausa States Fulfulde,nige1253,0,0,10,0,5,24,23,19,7,15,0,1,8,1,11,5,1,13,8,5,5,18,12,2,7,5,11,0,0,29,0,1,2,0,0,2,0
Western Mambila,nige1255,2,0,16,0,8,22,29,25,8,20,0,1,9,1,15,8,3,11,7,4,4,23,11,4,8,6,10,0,0,34,0,1,0,0,0,0,0
Nigerian Pidgin,nige1257,2,0,7,0,0,20,14,17,8,11,1,0,3,1,11,4,2,10,7,3,5,14,9,1,4,4,6,0,0,21,0,1,0,0,0,0,0
Nyiyaparli,nija1241,0,0,5,0,2,18,19,13,0,13,0,1,6,4,5,3,0,14,10,6,0,12,11,1,6,3,6,0,0,19,0,0,0,0,0,0,0
Nyiyaparli,nija1241,0,0,6,0,3,18,20,14,0,14,0,1,6,4,5,3,0,14,10,6,0,13,11,2,6,3,6,0,0,20,0,0,0,0,0,0,0
Nimanbur,nima1245,0,0,6,0,3,15,18,13,0,13,0,1,5,3,5,3,0,11,7,3,0,13,11,2,6,3,6,0,0,18,0,0,0,0,0,0,0
Ninam,nina1238,0,0,12,0,0,10,17,18,4,15,1,0,8,0,5,3,0,7,5,2,3,15,7,2,5,5,6,0,0,17,0,2,0,0,0,0,0
Ninam,nina1238,0,0,6,0,0,10,10,11,4,8,1,0,2,0,4,2,0,7,6,1,3,8,4,1,2,3,5,0,0,10,0,2,0,0,0,0,0
Ningil,ning1273,0,0,7,0,0,12,14,13,2,11,0,1,3,1,6,3,0,5,5,0,1,12,8,1,3,4,5,0,0,15,0,0,1,0,0,0,0
Nisga'a,nisg1240,0,0,10,0,5,27,20,23,9,16,0,0,4,4,13,9,0,12,11,10,3,25,16,2,9,9,5,0,0,21,0,1,14,0,2,0,0
Nivaclé,niva1238,0,0,6,0,0,20,12,15,10,10,0,0,2,3,7,3,1,12,9,3,6,13,9,2,3,4,4,0,0,11,0,0,6,0,0,0,0
Nivaclé,niva1238,0,0,6,0,0,20,12,14,9,9,0,0,3,2,7,3,0,12,8,4,6,13,9,2,4,4,6,0,0,12,0,0,6,0,5,0,0
Njebi,njeb1242,2,0,8,0,0,23,20,18,9,11,1,0,9,1,11,3,3,11,9,2,4,14,8,1,5,3,5,0,0,23,0,0,0,0,0,0,0
Njyem,njye1238,2,0,20,0,10,18,26,27,6,23,0,0,3,1,18,11,2,9,7,2,4,27,15,2,12,11,10,0,0,32,0,0,0,0,0,0,0
Nkonya,nkon1248,0,0,14,0,0,17,22,21,5,17,0,0,12,1,13,8,1,10,6,3,2,22,12,2,10,9,10,0,0,27,0,1,0,0,0,0,0
Nobiin,nobi1240,2,0,10,0,20,28,24,25,10,18,0,2,6,2,12,6,2,19,12,7,7,19,13,2,8,6,8,0,0,30,0,1,0,0,0,0,0
Nobiin,nobi1240,0,0,5,0,0,15,10,11,6,7,0,1,3,1,5,2,1,10,6,7,4,8,5,1,3,2,2,0,0,14,0,1,0,0,0,0,0
Nomaande,noma1260,2,0,14,0,7,11,21,20,3,17,0,0,4,1,10,7,1,6,4,2,1,20,10,2,9,7,10,0,0,21,0,1,0,0,0,0,0
Nomatsiguenga,noma1263,0,0,9,0,4,14,15,14,5,11,1,0,4,0,5,2,0,7,5,2,4,13,7,2,6,2,8,0,0,17,0,1,0,0,0,0,0
Nonuya,nonu1241,0,0,6,0,0,19,10,11,8,7,1,0,3,0,7,2,0,11,7,4,5,10,7,1,4,2,5,0,0,16,0,1,1,0,0,0,0
Noone,noon1243,0,0,14,0,7,16,22,21,5,18,0,0,4,1,10,7,1,9,5,4,4,21,11,2,7,8,8,0,0,26,0,0,1,0,0,0,0
Taos Northern Tiwa,nort1550,0,0,12,0,0,23,18,21,6,16,0,0,8,2,13,8,0,10,9,1,2,21,13,2,5,7,10,0,0,21,0,3,5,0,4,0,0
