Name,ID,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
Tamambo,malo1243,0,0,5,0,0,16,15,11,4,7,0,1,8,1,8,5,0,7,7,1,1,9,6,1,3,2,4,0,0,17,0,0,0,0,0,0,0
Maltese,malt1254,0,0,10,0,27,41,22,29,19,18,0,2,4,2,15,6,3,24,18,6,14,20,12,4,6,8,8,0,0,35,0,0,2,0,0,0,0
Maltese,malt1254,0,0,11,0,6,21,17,22,11,15,0,1,2,1,12,7,2,13,9,6,8,15,9,2,6,5,4,0,0,25,0,1,1,0,0,0,0
Malyangapa,maly1234,0,0,6,0,3,19,21,15,0,15,1,1,6,4,5,3,0,15,11,6,0,13,11,2,6,3,6,0,0,21,0,0,0,0,0,0,0
Mamara Senoufo,mama1271,2,0,19,0,7,27,30,30,10,22,0,0,13,1,20,10,2,11,6,5,6,33,18,4,10,11,12,0,0,39,0,0,0,0,0,0,0
Mamaindé,mama1278,0,0,20,0,0,11,25,25,2,23,0,0,12,1,12,9,0,5,5,0,1,24,12,4,9,9,18,0,0,25,0,4,11,0,0,0,0
Mambai,mamb1294,4,0,24,0,8,21,34,36,5,31,2,0,12,1,20,11,2,8,6,0,2,33,21,6,11,11,22,0,0,42,0,1,11,0,0,2,0
Mambwe-Lungu,mamb1296,7,0,10,0,5,17,16,17,7,12,0,0,4,0,10,5,2,9,5,4,5,16,10,2,6,5,10,0,0,22,0,0,0,0,0,0,0
Mam,mamm1241,0,0,10,0,5,31,17,20,12,14,0,1,3,1,10,5,1,18,9,6,9,22,13,2,8,8,10,0,0,21,0,0,8,0,7,1,0
Mampruli,mamp1244,2,0,10,0,5,21,19,19,7,14,0,1,5,1,13,5,2,10,7,3,4,19,13,2,6,5,10,0,0,26,0,1,0,0,0,0,0
Mampruli,mamp1244,0,0,10,0,5,20,18,17,4,13,0,0,5,1,13,5,2,9,6,3,2,21,15,2,8,5,10,0,0,25,0,0,0,0,0,0,0
Manange,mana1288,5,0,10,0,0,28,19,17,8,13,1,0,10,1,12,9,0,15,8,6,7,18,12,2,6,4,8,0,0,19,0,9,1,0,0,0,0
Manange,mana1288,0,0,11,0,0,28,20,18,8,14,1,0,11,1,13,10,0,15,8,6,7,19,12,2,6,7,9,0,0,20,0,9,1,0,0,0,0
Manam,mana1295,0,0,5,0,0,13,10,9,2,7,1,0,3,1,5,2,0,7,7,0,2,8,5,1,2,2,4,0,0,14,0,0,0,0,0,0,0
Manchu,manc1252,0,0,7,0,0,17,13,14,6,10,0,1,3,1,8,4,1,9,6,8,4,12,7,1,4,2,4,0,0,17,0,0,0,0,0,0,0
Mandarin Chinese,mand1415,0,0,7,0,0,22,14,17,12,11,0,0,3,1,8,4,1,16,9,5,9,17,12,2,7,3,7,0,0,15,0,6,0,0,0,0,0
Mandarin Chinese,mand1415,4,0,21,0,0,21,28,32,11,25,0,0,3,1,18,14,1,14,10,5,9,30,27,7,16,13,21,0,0,28,0,6,0,0,0,0,0
Mandarin Chinese,mand1415,0,0,22,0,0,22,28,33,12,25,0,0,3,1,18,14,1,15,11,3,10,30,27,7,16,13,21,0,0,29,0,6,0,0,0,0,0
Mandarin Chinese,mand1415,4,0,12,0,0,22,21,24,12,18,0,0,5,1,10,6,1,22,15,11,15,24,15,4,7,9,11,0,0,22,0,6,0,0,0,0,0
Mandinka,mand1436,5,0,10,0,5,16,18,17,5,14,0,1,4,1,9,5,1,9,6,3,3,16,10,2,6,5,10,0,0,22,0,1,0,0,0,0,0
Mangarrayi,mang1381,0,0,5,0,0,15,16,11,0,11,0,1,5,2,5,3,0,10,6,2,0,11,8,1,5,3,6,0,0,16,0,0,1,0,0,0,0
Mangerr,mang1382,0,0,5,0,0,15,18,13,0,13,0,1,5,3,5,3,0,11,7,3,0,13,10,1,7,3,7,0,0,18,0,0,0,0,0,0,0
Mangala,mang1383,0,0,7,0,3,15,19,14,0,14,0,1,5,3,6,4,0,11,7,3,0,14,10,2,6,4,7,0,0,19,0,0,0,0,0,0,0
Mangbetu,mang1394,2,0,9,0,0,33,25,24,11,15,1,2,11,1,18,5,3,14,10,2,5,20,15,1,6,5,6,0,0,36,0,1,0,0,0,3,0
Manipuri,mani1292,2,0,6,0,0,22,13,12,6,10,0,1,3,1,8,3,0,12,8,4,5,13,9,1,3,3,6,0,0,21,0,9,0,0,0,0,0
Manipuri,mani1292,3,0,8,0,5,24,15,15,7,12,0,1,3,1,9,4,0,14,8,10,1,19,15,2,9,4,8,0,0,22,0,8,1,0,0,0,0
Mann,mann1248,3,0,14,0,0,20,22,21,4,17,0,0,12,1,18,10,2,7,6,1,2,24,14,2,8,7,10,0,0,30,0,0,0,0,0,1,0
Northern Mansi,mans1258,0,0,11,0,3,19,20,21,6,15,0,1,5,2,11,8,0,9,9,8,2,23,16,2,9,5,9,0,0,22,0,0,0,0,0,0,0
Manya,many1261,2,0,7,0,0,16,13,14,5,10,0,0,3,1,10,4,2,8,5,2,3,13,8,1,5,4,6,0,0,20,0,0,0,0,0,0,0
Mao Naga,maon1238,4,0,6,0,0,18,12,14,8,10,0,1,2,1,10,3,4,9,7,4,2,12,8,1,5,3,6,0,0,19,0,0,0,0,0,0,0
Maori,maor1246,0,0,10,0,5,8,15,14,2,12,1,0,3,0,8,5,1,3,3,0,0,13,7,2,4,7,6,0,0,15,0,1,0,0,0,0,0
Mapoyo,mapo1246,0,0,7,0,0,9,13,12,2,10,1,0,3,0,5,3,0,5,4,1,1,11,7,1,4,3,7,0,0,13,0,1,1,0,0,0,0
Mapudungun,mapu1245,0,0,6,0,0,18,17,15,5,12,0,0,5,3,6,3,0,13,8,7,3,12,9,1,5,4,5,0,0,17,0,0,0,0,0,0,0
Mapudungun,mapu1245,0,0,6,0,0,20,16,17,8,11,0,0,5,3,6,3,1,14,8,8,5,13,10,1,5,4,7,0,0,18,0,0,0,0,0,0,0
Mapudungun,mapu1245,0,0,6,0,0,18,16,15,6,11,0,0,5,3,6,3,0,13,8,7,2,12,9,1,5,4,5,0,0,17,0,0,0,0,0,0,0
Maquiritari,maqu1238,0,0,14,0,7,9,20,19,3,17,1,0,3,0,6,5,0,6,4,2,2,18,10,2,6,5,12,0,0,20,0,1,1,0,0,0,0
Marathi,mara1378,0,0,13,0,4,38,26,25,13,20,2,0,6,2,13,6,1,27,15,11,6,25,18,2,10,6,11,0,0,38,0,19,0,0,0,0,0
Marra,mara1385,0,0,4,0,0,17,17,11,0,11,0,1,6,3,4,2,0,13,9,5,0,10,8,1,5,2,5,0,0,17,0,0,0,0,0,0,0
Marra,mara1385,0,0,5,0,0,17,18,12,0,12,2,0,6,3,5,3,0,13,7,5,0,11,8,1,5,3,6,0,0,24,0,0,0,0,0,0,0
Maranunggu,mara1386,0,0,5,0,6,16,16,10,2,10,0,1,6,1,6,2,0,10,6,4,2,11,8,2,4,2,3,0,0,16,0,0,0,0,0,0,0
Maranao,mara1404,0,0,4,0,0,12,9,7,1,6,1,0,3,1,4,1,0,5,5,0,0,7,5,1,1,1,2,0,0,12,0,1,1,0,0,0,0
Margu,marg1251,0,0,3,0,0,20,20,14,0,14,3,1,6,5,4,2,0,16,10,6,0,11,10,1,5,3,5,0,0,20,0,0,0,0,0,0,0
Margany,marg1253,0,0,6,0,3,23,19,13,0,13,0,1,6,3,6,3,0,17,12,7,0,15,13,2,7,3,6,0,0,19,0,0,0,6,0,0,0
Marghi Central,marg1265,0,0,4,0,0,28,11,18,14,8,0,1,3,3,8,2,2,16,12,4,8,11,8,1,2,2,3,0,0,23,0,0,1,0,0,2,0
Marghi Central,marg1265,2,0,6,0,0,34,15,23,16,11,1,1,4,3,10,3,3,21,12,9,8,18,14,1,8,3,4,0,0,29,0,0,1,0,0,2,0
Marimanindji,mari1417,0,0,4,0,0,14,15,10,0,10,0,1,5,2,4,2,0,10,6,2,0,10,8,1,5,2,5,0,0,15,0,0,0,0,0,0,0
Maringarr,mari1419,0,0,4,0,0,26,17,15,4,11,0,1,6,3,6,2,0,19,13,8,2,13,11,1,7,2,5,0,0,21,0,0,0,6,0,0,0
Marithiel,mari1424,0,0,4,0,0,18,13,10,1,9,0,1,4,1,6,2,0,11,9,4,0,12,10,1,6,2,5,0,0,13,0,0,0,4,0,0,0
Marti Ke,mart1254,0,0,4,0,0,25,16,14,4,10,0,1,6,2,6,2,0,18,12,7,2,13,11,1,7,2,5,0,0,20,0,0,0,6,0,0,0
Martuthunira,mart1255,0,0,6,0,3,18,20,14,0,14,0,1,6,4,5,3,0,14,10,6,0,13,11,2,6,3,6,0,0,20,0,0,0,0,0,0,0
Marwari (India),marw1260,0,0,10,0,0,35,21,19,9,14,2,0,7,2,12,4,2,22,11,8,5,17,13,3,6,4,6,0,0,34,0,12,0,0,0,0,0
Masaaba,masa1299,0,0,12,0,5,48,38,33,18,18,0,3,22,1,28,17,5,24,19,5,10,32,24,3,16,5,10,0,0,47,0,1,0,0,0,0,0
Masai,masa1300,4,0,18,0,11,17,29,27,3,25,1,1,4,1,13,10,0,11,7,4,3,27,17,2,12,10,12,0,0,32,0,0,0,0,0,4,0
Masai,masa1300,0,0,9,0,0,17,18,16,3,14,1,1,4,1,8,5,0,11,7,4,3,16,11,1,7,5,6,0,0,21,0,0,0,0,0,4,0
Matbat,matb1237,0,0,5,0,0,12,11,11,3,8,0,0,3,1,7,3,1,5,5,0,1,10,7,1,3,3,6,0,0,14,0,1,0,0,0,0,0
Matís,mati1255,0,0,6,0,0,13,10,11,6,8,0,0,2,0,6,3,0,9,5,2,6,9,6,1,3,3,7,0,0,12,0,0,0,0,0,0,0
Mato Grosso Arára,mato1253,0,0,14,0,0,17,21,21,6,17,1,0,10,0,10,6,1,9,5,4,4,21,13,2,7,6,12,0,0,25,0,0,0,0,0,0,0
Matsés,mats1244,0,0,6,0,0,13,10,11,6,8,0,0,2,0,4,1,0,9,5,2,6,9,6,1,3,3,7,0,0,12,0,0,0,0,0,0,0
Matsés,mats1244,0,0,6,0,0,13,10,11,6,8,0,0,2,0,4,1,0,9,5,2,6,9,6,1,3,3,7,0,0,12,0,0,0,0,0,0,0
Matumbi,matu1259,3,0,5,0,0,13,12,9,3,8,0,0,4,1,6,3,0,8,5,3,3,10,7,1,4,3,6,0,0,16,0,0,0,0,0,0,0
Mawng,maun1240,0,0,5,0,0,17,17,13,1,12,1,1,5,2,5,3,0,11,6,2,0,10,7,1,3,3,4,0,0,18,0,0,1,0,0,0,0
Mawng,maun1240,0,0,5,0,0,15,16,12,1,11,0,1,5,2,5,3,0,10,6,2,0,12,9,1,5,3,6,0,0,17,0,0,0,0,0,0,0
Mawng,maun1240,0,0,5,0,0,15,16,12,1,11,1,1,5,2,4,2,0,11,5,2,0,9,6,1,3,2,3,0,0,17,0,0,0,0,0,0,0
Mawa (Chad),mawa1270,3,0,6,0,0,21,15,15,4,11,1,0,4,1,9,4,1,11,8,3,2,15,11,1,6,4,8,0,0,22,0,1,2,0,0,2,0
Maxakalí,maxa1247,0,0,10,0,0,9,14,12,2,10,0,0,9,0,4,2,0,4,2,2,0,14,8,2,6,4,8,0,0,14,0,1,1,0,0,0,0
Maxakalí,maxa1247,0,0,10,0,0,9,14,11,3,10,0,0,9,0,4,2,0,4,2,2,2,12,6,2,4,4,4,0,0,14,0,1,1,0,0,0,0
Mayaguduna,maya1280,0,0,3,0,0,16,15,9,0,9,0,1,6,2,4,2,0,12,8,4,0,9,8,1,4,2,4,0,0,15,0,0,0,0,0,0,0
Mayi-Yapi,mayi1235,0,0,3,0,0,16,15,9,0,9,0,1,6,2,4,2,0,12,8,4,0,9,8,1,4,2,4,0,0,15,0,0,0,0,0,0,0
Mayi-Kulan,mayi1236,0,0,3,0,0,16,15,9,0,9,0,1,6,2,4,2,0,12,8,4,0,9,8,1,4,2,4,0,0,15,0,0,0,0,0,0,0
Mayogo,mayo1261,3,0,10,0,0,30,23,21,10,14,0,1,9,1,16,5,3,14,10,4,5,21,16,1,7,5,7,0,0,34,0,1,1,0,0,3,0
Mazanderani,maza1291,0,0,7,0,0,20,12,18,10,10,0,1,2,1,7,2,2,11,7,6,6,12,6,2,4,4,5,0,0,19,0,1,0,0,0,0,0
Mba,mbaa1245,0,0,7,0,0,22,17,12,5,10,0,0,7,1,13,4,2,10,6,4,3,15,10,1,4,4,6,0,0,25,0,0,0,0,0,2,0
Mbabaram,mbab1239,0,0,4,0,0,18,19,9,0,9,1,1,10,1,8,5,0,9,7,2,0,12,11,1,2,3,5,0,0,24,0,0,0,0,0,0,0
Mbabaram,mbab1239,0,0,12,0,5,12,22,17,0,17,0,1,5,1,7,5,0,9,8,4,0,18,11,2,7,5,11,0,0,22,0,0,0,0,0,0,0
Mbalanhu,mbal1255,2,0,6,0,0,21,20,15,7,9,0,0,11,2,10,4,2,12,8,4,4,13,10,1,6,3,4,0,0,18,0,1,0,0,0,0,0
Rimanggudhinma,mbar1253,0,0,5,0,0,21,16,14,3,11,0,2,5,1,7,3,0,14,13,7,0,14,11,1,6,3,6,0,0,19,0,0,0,6,0,0,0
Mbara-Yanga,mbar1254,0,0,10,0,5,14,20,17,2,15,0,1,5,1,7,5,0,11,10,6,1,17,11,2,8,5,10,0,0,22,0,0,0,0,0,0,0
Mbay,mbay1241,3,0,19,0,7,19,30,26,4,24,1,1,11,2,14,9,0,11,9,2,3,24,11,3,7,9,14,0,0,36,0,1,0,0,0,2,0
Mbe,mbee1249,4,0,7,0,0,23,16,15,8,11,0,1,5,1,12,6,1,12,8,4,6,17,12,1,5,4,6,0,0,22,0,1,0,0,0,0,0
Mbe',mbee1250,2,0,7,0,0,45,23,22,14,16,0,3,7,3,32,23,1,24,16,8,12,27,22,1,14,4,7,0,0,36,0,0,0,0,0,0,0
Mbiywom,mbiy1238,0,0,6,0,0,20,16,14,3,11,0,1,5,1,8,4,0,13,12,7,0,15,12,1,7,3,7,0,0,19,0,0,0,5,0,0,0
Mbo (Cameroon),mboc1235,4,0,7,0,0,17,14,14,5,10,0,0,4,1,8,4,0,9,6,3,4,13,8,1,5,4,6,0,0,20,0,1,1,0,0,1,0
Mbo (Cameroon),mboc1235,2,0,13,0,4,18,21,22,5,17,0,0,4,1,10,6,1,10,6,4,4,21,12,1,10,5,10,0,0,27,0,0,2,0,0,0,0
Mbo (Cameroon),mboc1235,2,0,14,0,4,17,20,21,5,16,0,0,4,1,9,6,0,10,6,4,4,20,11,2,8,6,8,0,0,26,0,1,1,0,0,0,0
Mbukushu,mbuk1240,0,0,7,0,0,19,14,17,9,10,0,1,4,0,9,4,2,11,7,7,3,13,8,1,5,4,6,0,0,20,0,1,0,0,0,0,0
Mbuko,mbuk1243,3,0,8,0,0,30,20,20,11,12,0,1,8,3,18,9,2,14,14,0,5,18,13,1,5,3,7,0,0,30,0,2,1,0,0,2,0
Mbum,mbum1254,0,0,8,0,0,27,22,19,7,12,0,1,13,1,16,4,3,12,9,4,3,18,14,2,5,4,6,0,0,31,0,1,0,0,0,2,0
Ajumbu,mbuu1238,3,0,10,0,0,23,17,21,11,14,0,0,3,1,11,6,2,13,8,13,8,20,14,1,7,4,9,0,0,27,0,0,1,0,0,0,0
Mbyá Guaraní,mbya1239,0,0,12,0,0,12,19,15,2,14,1,0,11,0,9,7,0,5,3,2,1,18,12,2,5,5,11,0,0,19,0,1,1,0,0,0,0
Medumba,medu1238,0,0,9,0,0,14,15,15,5,11,0,0,4,0,9,5,2,7,6,3,3,15,9,2,4,5,7,0,0,20,0,0,0,0,0,0,0
Me'en,meen1242,0,0,14,0,7,23,22,22,7,18,0,1,4,1,11,7,0,14,9,5,3,24,14,2,11,7,10,0,0,29,0,1,4,0,3,2,0
Mehináku,mehi1240,0,0,10,0,0,10,16,16,4,14,1,0,7,1,5,3,0,7,5,1,3,13,9,2,5,3,10,0,0,16,0,1,0,0,0,0,0
Mehri,mehr1241,0,0,14,0,7,28,20,35,17,18,0,1,3,3,9,6,1,17,17,6,6,26,16,6,10,8,11,0,0,28,0,3,7,0,6,0,0
Mende (Sierra Leone),mend1266,4,0,7,0,0,20,17,14,5,10,0,0,7,1,12,4,2,8,6,2,2,16,11,1,5,4,6,0,0,23,0,1,0,0,0,0,0
Merey,mere1246,3,0,8,0,0,29,20,20,11,12,0,1,8,3,16,9,2,14,14,0,5,17,12,1,5,3,5,0,0,30,0,2,1,0,0,2,0
Meru,meru1245,0,0,10,0,5,15,18,18,4,14,0,1,4,1,10,5,1,8,6,2,2,15,9,2,6,5,10,0,0,21,0,0,0,0,0,0,0
Mescalero-Chiricahua Apache,mesc1238,4,0,16,0,8,29,22,29,17,18,0,0,12,5,7,4,0,20,15,5,10,22,10,4,9,4,13,0,0,25,0,6,6,0,5,0,0
Mesqan,mesq1240,0,0,7,0,0,29,15,21,12,11,0,1,4,1,14,11,1,13,8,5,6,21,16,1,9,4,6,0,0,24,0,3,5,0,5,0,0
Meta',meta1238,5,0,8,0,0,18,14,16,7,11,0,1,3,0,9,4,2,8,6,2,4,14,9,1,3,4,7,0,0,21,0,0,1,0,0,0,0
Mewati,mewa1250,0,0,20,0,0,27,28,27,6,25,1,1,13,1,14,9,0,18,8,12,5,26,14,2,9,9,10,0,0,38,0,11,0,0,0,0,0
Mezquital Otomi,mezq1235,3,0,13,0,0,35,26,28,11,20,1,0,10,1,20,11,0,16,13,3,6,28,20,4,8,7,13,0,0,30,0,5,11,0,6,2,0
Southern Mfumte,mfum1238,5,0,10,0,0,67,50,41,33,15,1,0,35,1,42,21,5,22,14,8,13,50,44,1,23,5,10,0,0,65,0,9,0,0,0,0,0
Michif,mich1243,0,0,16,0,0,22,22,27,10,20,0,1,6,1,14,8,2,13,8,5,7,21,11,3,9,7,8,0,0,29,0,5,0,0,0,0,0
Michoacán Nahuatl,mich1245,0,0,5,0,0,17,12,12,5,9,0,1,3,1,7,4,0,10,7,3,4,11,8,1,4,3,6,0,0,15,0,1,1,0,0,0,0
Kman,miju1243,4,0,16,0,5,31,25,25,10,21,0,1,7,2,13,8,0,19,14,10,5,31,22,3,14,10,12,0,0,35,0,6,2,0,0,0,0
Minangkabau,mina1268,0,0,10,0,0,20,18,20,8,14,0,1,4,1,10,6,1,11,7,4,5,17,14,3,7,6,11,0,0,23,0,1,1,0,0,0,0
Min Dong Chinese,mind1253,0,0,20,0,0,14,24,23,4,21,0,0,3,1,17,14,0,7,7,0,3,23,18,6,13,11,18,0,0,24,0,5,1,0,0,0,0
Min Dong Chinese,mind1253,0,0,7,0,0,14,11,10,4,8,0,0,3,1,7,4,0,7,7,0,3,11,7,1,4,2,3,0,0,11,0,4,0,0,0,0,0
Mingrelian,ming1252,0,0,5,0,0,28,10,16,14,8,0,1,2,1,7,2,1,16,11,5,10,12,8,1,3,3,4,0,0,19,0,1,7,0,6,0,0
Mingrelian,ming1252,0,0,6,0,0,28,12,18,15,10,0,1,2,1,8,3,1,16,11,9,10,15,8,1,4,7,4,0,0,21,0,4,7,0,6,0,0
Mingrelian,ming1252,0,0,5,0,0,28,11,17,15,9,0,1,2,1,8,3,1,16,11,9,10,14,8,1,4,7,4,0,0,20,0,4,7,0,6,0,0
Mingrelian,ming1252,0,0,5,0,0,27,10,16,15,8,0,1,2,0,8,3,1,15,10,9,10,13,7,1,3,7,4,0,0,19,0,4,7,0,6,0,0
Minica Huitoto,mini1256,0,0,6,0,0,18,11,11,6,7,1,0,4,0,7,2,0,8,5,3,3,11,8,1,3,2,5,0,0,16,0,0,1,0,0,0,0
Minkin,mink1237,0,0,3,0,0,18,17,11,0,11,0,1,6,4,4,2,0,14,10,6,0,10,9,1,5,2,4,0,0,17,0,0,0,0,0,0,0
Min Nan Chinese,minn1241,0,0,6,0,0,18,9,8,6,6,0,0,3,0,7,3,0,9,8,1,5,10,6,1,2,3,4,0,0,14,0,5,1,0,0,0,0
Mirandese,mira1251,0,0,27,0,0,21,35,40,8,32,1,1,10,2,21,17,1,15,13,5,7,35,28,7,21,15,22,0,0,41,0,0,0,0,0,0,0
Miriwung,miri1266,0,0,4,0,0,14,14,10,0,10,0,1,4,2,4,2,0,10,8,4,0,11,9,1,5,2,4,0,0,14,0,0,0,0,0,0,0
Mithaka,mith1236,0,0,3,0,0,24,17,11,0,11,0,1,6,4,5,2,0,18,13,8,0,12,11,1,6,2,4,0,0,17,0,0,0,6,0,0,0
Miyako,miya1259,0,0,10,0,0,12,12,12,4,8,1,0,4,0,8,1,4,6,6,0,2,6,4,1,2,2,0,0,0,12,0,3,0,0,0,0,0
Mmaala,mmaa1238,2,0,9,0,0,21,23,15,4,12,0,0,11,1,12,5,2,9,7,2,2,17,12,1,6,5,6,0,0,26,0,3,0,0,0,0,0
Mmen,mmen1238,5,0,9,0,0,25,16,19,13,12,0,0,4,1,11,4,4,13,8,5,8,16,10,1,5,4,7,0,0,26,0,0,1,0,0,0,0
Mochi,moch1256,0,0,5,0,0,17,11,12,6,8,0,0,3,1,8,3,2,10,6,4,3,12,9,1,6,3,6,0,0,15,0,1,0,0,0,0,0
Mochica,moch1259,0,0,12,0,6,19,21,22,8,17,2,0,4,2,9,6,0,13,8,3,6,19,11,2,8,4,11,0,0,21,0,0,0,0,0,0,0
Mocoví,moco1246,0,0,8,0,4,20,16,20,9,13,1,0,3,2,6,3,0,11,6,5,4,17,9,2,7,5,8,0,0,20,0,1,1,0,0,0,0
Mocoví,moco1246,0,0,8,0,4,18,16,18,7,13,1,0,3,2,5,3,0,11,6,5,4,16,8,2,7,5,8,0,0,20,0,1,1,0,0,0,0
Modern Greek,mode1248,0,0,5,0,0,20,10,16,10,8,1,0,2,1,7,2,2,11,11,6,4,10,7,1,3,3,3,0,0,18,0,0,0,0,0,0,0
Modern Greek,mode1248,0,0,5,0,0,18,9,15,8,7,1,0,2,1,8,3,2,9,9,5,2,9,6,1,2,2,3,0,0,16,0,0,0,0,0,0,0
Modern Greek,mode1248,0,0,5,0,0,24,11,18,10,8,1,0,3,2,8,3,2,15,7,13,2,15,12,1,8,2,2,0,0,20,0,0,0,0,0,0,0
Modern Greek,mode1248,0,0,5,0,18,36,13,29,22,9,1,1,4,2,11,3,4,22,16,14,10,11,8,1,2,2,2,0,0,23,0,4,0,0,0,0,0
Modern Greek,mode1248,0,0,5,0,0,20,10,16,10,8,1,0,2,1,7,2,2,11,11,2,4,10,7,1,3,3,3,0,0,18,0,0,0,0,0,0,0
Mofu-Gudur,mofu1248,0,0,5,0,2,31,17,18,11,10,1,1,7,3,15,5,3,14,11,3,5,16,11,2,3,1,4,0,0,28,0,2,1,0,0,2,0
Mofu-Gudur,mofu1248,2,0,7,0,2,31,20,19,11,11,0,1,9,3,15,6,2,14,11,3,5,18,13,2,4,2,6,0,0,31,0,2,1,0,0,2,0
Mogholi,mogh1245,0,0,5,0,0,22,12,16,9,9,0,2,3,1,7,3,1,11,7,4,5,13,8,1,3,5,3,0,0,18,0,1,1,0,0,0,0
Moken,moke1242,0,0,10,0,4,19,17,15,2,13,0,0,4,1,8,4,0,10,6,4,1,20,14,2,9,4,9,0,0,21,0,5,1,0,0,0,0
Moken,moke1242,0,0,18,0,7,18,24,21,4,20,0,0,4,1,13,9,0,9,5,4,3,24,11,4,9,8,12,0,0,28,0,5,1,0,0,0,0
Moklen,mokl1243,0,0,27,0,9,17,33,30,3,29,0,0,4,1,18,14,0,8,5,3,2,33,20,5,13,14,20,0,0,36,0,5,1,0,0,0,0
Mokpwe,mokp1239,2,0,7,0,0,19,18,14,6,10,0,0,8,1,14,5,0,8,4,4,3,15,10,1,5,4,6,0,0,23,0,1,0,0,0,0,0
Moksha,moks1248,0,0,6,1,0,34,16,27,17,13,4,0,3,4,7,2,2,26,23,9,12,25,20,1,16,3,3,0,0,23,0,0,0,0,0,0,0
Moksha,moks1248,0,0,7,1,0,32,17,27,15,14,4,0,3,4,7,2,2,24,22,8,10,25,19,2,16,3,3,0,0,23,0,0,0,0,0,0,0
Molale,mola1238,0,0,7,0,4,19,13,16,8,10,0,0,3,3,7,4,0,9,9,0,3,16,11,3,4,8,5,0,0,13,0,2,6,0,5,0,0
Moloko,molo1266,6,0,10,0,0,27,21,23,11,14,0,1,7,3,16,9,2,14,14,0,5,18,12,2,6,4,5,0,0,31,0,2,0,0,0,2,0
Mongo,mong1338,4,0,7,0,0,41,28,20,14,12,0,1,16,1,25,15,2,19,14,5,10,24,19,1,13,4,7,0,0,35,0,1,1,0,0,0,0
Mono (Cameroon),mono1269,3,0,24,0,13,30,41,36,8,31,1,1,21,1,24,12,3,13,10,3,5,35,19,4,12,12,19,0,0,50,0,1,5,0,0,2,0
Mono (Democratic Republic of Congo),mono1270,3,0,8,0,0,30,21,20,10,13,1,1,8,1,15,4,3,15,9,6,7,17,12,1,4,4,7,0,0,31,0,1,1,0,0,2,0
Mor (Bomberai Peninsula),morb1239,0,0,5,0,0,11,13,11,3,8,0,0,5,0,6,3,0,5,5,0,1,9,6,1,3,3,4,0,0,14,0,1,1,0,0,0,0
Mori Bawah,mori1268,0,0,5,0,0,21,17,11,4,7,0,1,10,1,8,2,0,9,9,0,2,10,7,1,2,2,4,0,0,21,0,1,1,0,0,0,0
Morisyen,mori1278,0,0,9,0,0,18,17,18,6,14,0,1,5,1,9,4,2,10,8,4,4,15,8,3,5,5,7,0,0,24,0,0,1,0,0,0,0
Morokodo,moro1284,2,0,10,0,0,38,29,26,8,18,1,6,12,1,20,7,3,22,17,5,3,26,20,1,10,5,6,0,0,40,0,2,1,0,0,3,0
Moro,moro1285,0,0,7,0,0,20,16,15,5,12,1,1,4,2,7,3,1,13,7,7,3,13,8,1,4,4,8,0,0,22,0,0,0,0,0,0,0
Moroccan Arabic,moro1292,0,0,4,1,35,68,23,45,29,16,2,2,7,4,25,13,3,30,26,14,12,29,13,6,4,17,6,16,0,47,0,2,2,0,0,0,0
Moru,moru1253,3,0,9,0,0,23,19,18,5,15,0,3,4,1,11,5,0,13,12,3,4,17,12,1,6,5,6,0,0,27,0,1,1,0,0,2,0
Mosetén-Chimané,mose1249,0,0,16,0,6,20,22,23,7,19,1,0,11,0,8,2,2,12,8,4,5,22,10,2,12,2,11,0,0,25,0,4,1,0,0,0,0
Mosetén-Chimané,mose1249,0,0,18,0,6,20,24,25,7,21,1,0,12,0,8,2,2,12,8,4,5,24,12,2,12,2,13,0,0,27,0,4,1,0,0,0,0
Mosetén-Chimané,mose1249,0,0,12,0,2,24,19,20,8,16,0,1,9,1,8,3,1,14,10,4,6,21,12,2,10,4,10,0,0,23,0,4,1,0,0,0,0
Mosetén-Chimané,mose1249,0,0,18,0,6,20,24,25,7,21,1,0,12,0,8,2,2,12,8,4,5,24,12,2,12,2,13,0,0,27,0,4,1,0,0,0,0
Mossi,moss1236,2,0,24,0,8,14,30,33,5,28,0,1,10,1,15,10,2,7,7,0,2,28,16,3,13,10,14,0,0,35,0,1,0,0,0,0,0
Mwotlap,motl1237,0,0,7,0,0,12,16,14,4,10,0,0,6,1,9,6,1,5,5,0,1,13,10,1,4,4,6,0,0,18,0,1,0,0,0,0,0
Movima,movi1243,0,0,5,0,0,15,11,13,5,9,1,0,2,2,8,4,0,8,6,1,2,9,6,1,3,3,4,0,0,14,0,1,1,0,0,2,0
Movima,movi1243,0,0,10,0,5,15,17,19,5,15,1,0,2,2,10,6,0,8,7,1,2,15,9,2,6,5,11,0,0,20,0,1,2,0,0,0,0
Moyon,moyo1238,3,0,16,0,0,21,21,22,7,17,0,1,4,1,13,5,2,9,7,2,2,20,11,2,7,6,8,0,0,26,0,7,1,0,0,0,0
